Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
akompani,{Ｂ}［他］同行する; 【楽】伴奏する,陪同，伴随，护送,"[타] ①누구와 함께 있거나 가다, 동행(수행)하다. ☞ eskorti, kompanii. ②동반(수반)하다. ③<음악> 반주하다. ～i kantistinon, hxoron 여가수(의 노래)와, 합창과 반주하다. ～o 동행, 수행, 수반, 반주. ～ajxo 반주곡(伴奏曲). ～anto 수행원. ☞ kavaliro, eskorto,servantaro. el～i [타] 배웅하다.",B,6.0,2.0,5.67,5.83
akordo,"{Ｂ}一致, 調和; 【楽】和音",融洽，协调，一致，和弦,"①합의, 조화, 두 사람 이상의 의견이나 감정이 동일함. ②일치, 둘 이상의 일[사항]이 정확히 한 데 모임. ③<문법> 일치. ☞ kadenco, agordo. ④<음악> 화음. ～i [자] (색깔・맛이) 조화되다. ～igi [타] 조화시키다. ～igi horlogxon (kun alia horlogxo) (다른 시계와) 시간을 맞추다. mal～o 불일치, 부조화. ne～igebla 조화(일치)시킬 수 없는. ne～igebla konflikto 조화시킬 수 없는 갈등.",C,9.0,3.0,8.79,8.9
akra,{Ｂ}鋭い,锋利，尖锐,"①예리한, 뾰족한, 날카로운. ☞ akuta. ②감각을 예리하게 자극하는, (맛이)매운. ☞ morda, sxira, trabora, blindiga. ③<비유> 불쾌하고 모욕적인 인상을 주는. ☞ amara, severa. ④(감각・정신이)민감한, 예민한. ☞ sagaca. ～ajxo ①날, 칼날. ☞ pinto. ②가장자리, 끝. ～eco 날카로움. ～igi (칼)날을 갈다, 예민하게 하다. ～igilo 숫돌, 연필깎이. for～igi (새의 부리, 쥐의 이빨 따위를)닳아 없애다.|||akreo.",B,6.0,2.0,5.67,5.83
aktiva,"{Ｂ}活動的な, 活発な, 積極的な; 活動中の, 現役の; 【Ｇ】能動の",有能力的，有作用的；积极的，活动的；有效，特效,"①활동적인, 활동 중인, 적극적인. ②<약학> 즉효의, 속효의. ～a kuracilo 약효가 속히 나타나는 약. ③<문법> 능동의. ④<경제> 활기 있는, 활황의. ～a merkato 활발한 시황(市況). ～o ①～eco. ②<문법> 능동형. ③<경제> 자산(資産). ☞ valuto, havo. ～i [자] 생산하다, 효과를 발휘하다, 작용을 하다, 활발하게 참여하다. ～eco 적극성, 활동성, 효력. ～igi 활발하게 하다, 촉진하다. ☞ akceli, stimuli. ～ismo 행동주의. retro～a 소급(遡及)하여 효력이 있는.",B,9.0,2.0,5.67,7.33
akto,{Ｂ}【劇】幕; 【法】証書,[戏剧]幕，证书，契约，法令，条例,"①<연극> 막(幕). inter～o 막간(幕間). ②공식적인 중요한 행위․결정. ☞ ago. ③<법률> 증서(證書), 공문서. transdona ～o 양도증서; ～o de naskigxo, de edzigxo, de akuzo 출생, 결혼, 고소(告訴)의 공문서(증서). ～aro 일건서류, 소송기록. ～isto <법률> 공문서 편집・보관하는 직원, 서기관. ☞ arkivisto. ～ujo 서류화일, 화일.",C,9.0,3.0,8.79,8.9
aktoro,{Ｂ}俳優,演员,"배우(俳優). ☞ stelul(in)o, histriono. ～i [자] 연기(演技)하다. ～ado 연기(演技).",B,9.0,2.0,5.67,7.33
aktuala,"{Ｂ}現行の, 最新の",当前的，热门的，时事性的,"현존의, 현행의, 현실의, 실제의. ～ajxo ①시사(時事). ②<연극>시사극.",C,9.0,3.0,8.79,8.9
akurata,{Ｂ}時間厳守の,准时，及时，守时,"시간을 엄수하는, 정확히 약속을 지키는. ～e 정각에, 정확히. ～eco 정확성.",C,8.0,3.0,8.79,8.4
akuzi,"{Ｂ}［他］【法】告発する, 告訴する",指责，谴责；控告，控诉,"[타] ①<법률> 고소(告訴)하다. ②<비유> 비난하다. ☞ kulpigi, denunci, kalumnii. ～into 원고(原告). ～ito 피고(被告). ～isto prokuroro 검사(檢事). mis～i 무고(誣告)하다. sin～o 자수(自首). ☞ memkritiko.",C,9.0,3.0,8.79,8.9
akvo,{Ｂ}水,水,"물. ～a 물로 구성되어 있는, 물에 사는. ～i (식물에)물을 주다, 관개(灌漑)하다. ～i pizon 완두콩에 물을 주다. ☞ sxprucigi, aspergi, irigacii. ～eca 수분이 많은, 축축한. ～eca tero 축축한 땅; ～ecaj legomoj 즙이 많은 채소; ～eca kacxo 묽은 죽. ～ero 물방울; ～ofobio ～otimo 공수병(恐水病); ～ilo 물뿌리개; ～oimuna 방수(防水)의, 내수(耐水)의; ～ujo 저수지, 물통; ～umi 분무(噴霧)하다, 관개(灌漑)하다. ～umi rozarbon 장미나무에 물을 뿌리다. ～umveturilo 살수차(撒水車); ～okondukilo ～odukto 수도관; el～igxi 물 위에 떠오르다; en～igxi 물 속으로 들어가다, 침몰하다; sub～igi 물 속에 가라앉히다; sub～igxi 물 속에 가라앉다. sub～isto skafandristo, plongx-isto 잠수부. super～i (물이) 범람하다, 넘치다. super～ego 홍수. sur～igxi (비행기가) 물 위에 내리다, 착수(着水)하다, (배를)진수시키다. tra～i irigacii 관개하다, 물대다. fal～o 폭포. regx～o 왕수(王水). sxauxm～o 탄산수. trink～o 식수. tualet～o 화장수. turn～o 소용돌이.",A,3.0,1.0,2.54,2.77
al,{Ｂ}［前］～へ,向,"①<전치사> ～으로, ～으로 향하여, ～에게. ～ajxo 부속물, 추가된 것. ～igi 추가하다, 가입시키다. ～igxi 추가되다, 가입하다, 회원이 되다. ～igxilo 참가신청서, 가입서. ②<접두> 동작의 방향・목표 등을 나타내는 접두사. ～veni 도착하다; ～porti 가져오다; ～paroli ～에게 말하다(말을 걸다); ～doni 추가하다.",A,1.0,1.0,2.54,1.77
albumo,"{Ｂ}（写真・切手の）アルバム, 写生帳, サイン帳; （音楽ＣＤの）アルバム, 曲集",影集，画册，集邮册,"앨범, 사진첩, (방문객의)사인북, 그림 스크랩북.",C,8.0,3.0,8.79,8.4
alfabeto,"{Ｂ}【Ｇ】アルファベット, 字母",字母表,"<문법> 자모(字母), 알파벳. ~igi 글을 가르치다, 읽는 법을 가르치다. ～umo abcolibro 초보 교과서.",C,9.0,3.0,8.79,8.9
alia,"{Ｂ}ほかの, 別の, その他の; もう一つの / ［代］他の人",另外的,"①다른, 같지 않은, 또 그 밖의. ②두 개(의 집단) 중에서 두 번째의. ③(대명사로 사용되어) 어떤 다른 사람. ～e 다르게, 다른 방법으로, 그렇지 않으면. ～e…～e… 이렇게 …하고 저렇게 …하다. ～o, ～ajxo 다른 것. ～eco 상이(相異)함. ～igi 다르게하다, 바꾸다. ～igi sian vocxon 자기의 목소리를 바꾸다. ～ulo 다른 사람. inter ～e 그 중에서도, 특히. ④<접두> ～flanke 반면에, 또 한편으로는; ～foje 다른 기회에, 다음 번에; ～loke 다른 곳에서; ～landa 외국의; ～landano 외국인; ～nome 다른 이름으로; ～speca 별종(別種)의; ～vesti sin ～vestigxi 변장하다; ～vestita 변장한; ～vorte 바꾸어 말하자면, 달리 말하면.",A,2.0,1.0,2.54,2.27
alkoholo,{Ｂ}アルコール,酒精，（乙）醇,"<화학> 알코올, 주정(酒精). ～ajxo 술, 주류. ☞ ebriigajxo. ～ismo 알코올중독; ～ulo 술주정뱅이; ～igi 알코올을 타다, 섞다. ～igita kremajxo, kuko 술을 넣은 크림, 과자; ～ometro 알코올농도 측정기; absoluta～o 무수(無水)알코올; brul～o 알코올연료; kontraux～a 금주(禁酒)의.",C,8.0,3.0,8.79,8.4
almenaŭ,{Ｂ}［副］少なくとも,至少；起码,"<부사> ①적어도, 가장 적은 분량으로 제한하더라도. ②가장 좋지않은 경우에서 조차도, 더 잘 할 수 없더라도, 더 만족스러운 해결책이 없더라도.",A,1.0,1.0,2.54,1.77
almozo,{Ｂ}施し物,布施，救济,"자선품, 의연금(품), 동냥. ～i, ～peti 구걸하다, 동냥을 구하다. ～ulo, ～isto 거지. ☞ vagabondo, trampo. ～ulejo 부랑자 수용소. ～doni 희사하다, 기부하다, 동냥을 주다. ～kesto 자선함(慈善函). ～sako 거지의 동냥자루. el～i 동냥을 얻다.",C,8.0,3.0,8.79,8.4
alta,"{Ｂ}高い; 高貴な, 高級な",高,"①높은, 수직으로 (위로) 향하여 큰. ☞ elstara. ②지구에서 위로 멀리 떨어져 있는. ～a cxielo 높은 하늘. ③보통 수준을 넘는, 강렬한, 집중적인. ～a premo 강한 압력; ～a temperaturo 높은 온도. ④고상한, 도덕적으로 우수한. ～aj pensoj 고상한 생각들. ☞ majesta, sublima. ⑤자신의 우수성을 지각하고 있는, 오만한, 거만한. rigardi iun de alte 어떤 사람을 깔보다(위로부터 내려다 보다). ☞ orgojla, fiera. ～o 높이, 신장. ～ajxo ①높은 곳. ②(산꼭대기에 있는)이방신(異邦神)의 예배처소. ～eco 고도(高度). ～eco de prezoj 물가고(物價高); ～eco de salajro 봉급의 높은 정도. absoluta ～eco 절대고도(絶對高度). ～ebenajxo 고원. ～igi 높이다. ～igi la prezojn 물가를 인상하다. ☞ levi. ～metro 고도계(高度計). ～nivela 수준이 높은. ～rangulo 고관, 지위가 높은 사람. ～valora 고가(高價)의. Plej～a (神이)지고(至高)한. dikmal～a 작고 뚱뚱한, 땅딸보의.",A,2.0,1.0,2.54,2.27
alterni,{Ｂ}［自］交互に起こる,交替，轮流，轮换；交流（电）；轮作,"①[자] 번갈아 일어나다, 엇갈리다, 교대하다, 번갈다, 교호(交互)하다. ②<전기> 교류(交流)하다. ～a kurento 교류(交流). ～a 교대의, 교호하는. ～e 교대로, 번갈아, 하나 걸러.",C,9.0,3.0,8.79,8.9
aludi,"{Ｂ}［他］ほのめかす, それとなく言及する, 暗示する",暗指；暗示，（间接）提到,"암시하다 , 넌지시 비치다, 간접적으로 알리다. ☞ sugesti. ～o 암시.",C,9.0,3.0,8.79,8.9
alumeto,{Ｂ}マッチ,火柴,성냥. ～ujo 성냥갑. ☞ fajrilo,C,7.0,3.0,8.79,7.9
amara,{Ｂ}苦い; きびしい,苦味，枯涩；痛苦，辛酸，辛辣；刺人的，严厉,"맛이 쓴, 씁쓸한.",C,9.0,3.0,8.79,8.9
amaso,"{Ｂ}集積, 大量, 群れ; 大衆, 群衆",一大堆，一群；人群,"①큰 무더기, 무리, 집단, 다량, 더미, 무질서한 큰 분량. ☞ kolono, stako. ②군중(群衆), 대중. ☞ popolamaso. ～a 집단적인, 다량의. ～e 무더기로, 대량으로. ～igi 모으다, 쌓다. ☞ stapli. ～igxi 쌓이다, 모아져 무더기가 되다, 모이다. ～igxo 모여듬, 집단적으로 모임, 쌓임. ～agitado <정치> 대중운동, 대중선동. ～bucxa, ～detrua, ～eksterma 집단살인의. ～fabrikado 대량생산. ～komuniko 매스콤. hom～o (한 장소에 모인) 군중. miks～o 오합지졸, 무질서하게 쌓인 여러 가지 물건들. ☞ fatraso. negx～o 눈 더미. popol～o (일반계층의 무식하고 예의없는)군중, 서민계층. sur～igi 위로 쌓아 올리다. ter～o 흙이나 돌로 쌓아 올인 제단. ☞ taluso, tumuluso.",A,4.0,1.0,2.54,3.27
amatoro,"{Ｂ}アマチュア, 愛好家, ><profesiulo",业余爱好者，爱好者,"애호가, 아마추어, 비전문가, 취미삼아 하는 사람, 풋내기. ～o-fotografo, ～o-fotisto 아마추어 사진작가. ～ajxo 애호가의 수집품. ～i (예술품 따위를)애호하다. ☞ diletanto.",C,9.0,3.0,8.79,8.9
ambasadoro,{Ｂ}大使,大使,"대사(大使), 사절(使節). ☞ sendito. ～eco 대사의 지위(직무). ～ejo 대사관, 대사의 관저.",C,9.0,3.0,8.79,8.9
ambaŭ,"{Ｂ}［形］両方の, 双方の / {Ｂ}［代］両方, 両者 / {Ｂ}［副］両方とも, どちらも",两者,"①<대명사> 둘 다, 양쪽 다. ②<접두> “양쪽”을 뜻하는 접두사. ～flanke de io 무엇의 양쪽에.",A,1.0,1.0,2.54,1.77
ami,"{Ｂ}［他］愛する, 好きである",爱,"[타] 사랑하다, 연애하다, 좋아하다. ～o 사랑, 연애. ～acxo 치정(癡情). ～afero 연애사건, 정사(情事). ～ajxo 좋아하는 것(일), ～afero. ～ajxi 통정(通情)하다. ～ajxisto 색마, 오입쟁이. ～ajxistino 여자바람둥이. ～atajxo 즐겨하는 일. ～atino 애인(여). ～ato 애인(남). ～donantino 내연의 처. ☞ kromvirino. ～egi 열렬히 사랑하다. ☞ adori. ～ema 마음이 부드러운, 동정심이 많은. ～inda 귀여운. ☞ cxarma, linda. ～indeco 매력. ～isto ～ajxisto. ☞ galantulo. ～indumi (여자의)마음에 들려고 노력하다, 아양 부리다. ☞ flirti, koketi. ～vendistino 창녀(娼女). ☞ publikulino, stratulino. ～vundita 사랑에 상처 입은. en～igxi 사랑에 빠지다, 홀딱 반하다. hom～o 인간애(人間愛). ge～antoj 남녀 연인들. mal～i 미워하다, 증오하다. mem～o, sin～o 자애(自愛).",A,2.0,1.0,2.54,2.27
amiko,{Ｂ}友達; 味方,朋友,"①벗, 친구, 동무. ②지지자(支持者), 돕는 자. ③…에 공감하는 사람, …한 성향(性向)・기질을 갖고 있는 사람. ～a ①친한, 친구의 감정을 갖고 있는. ②친구의, 친구와 관련이 있는. ～i [자] …과 친구로 지내다. ～ajxo 친절한 언행, 우정의 증거・증표. ～eco 우정, 친구의 감정. ～igxi 친구가 되다. mal～o 원수(怨讐), 적(敵), 반대자(反對者). ☞ antagonisto. mal～a 적(敵)의, 적의(敵意)를 갖고 있는. mal～eco 적개심. mal～igxi 적이 되다, 불화(不和)하다. ☞ malpacigxi.",A,2.0,1.0,2.54,2.27
amplekso,"{Ｂ}大きさ, 広がり; 【哲】外延; 【統】分布範囲",大小，广度，范围,"①넓음, 넓이, 범위, 크기. ②<철학> 외연(外延). ～a 광대한, 광범한, 포괄적인, 포용력 있는. ～i 포함하다, 함축하다. interna ～o 용량, 용적(容積). ☞ cxirkauxpreni, brakumi.",C,8.0,3.0,8.79,8.4
amuzi,{Ｂ}［他］楽しませる,逗笑，使…高兴,"[타] 즐겁게 하다, 재미나게 하다, (남을)기쁘게 하다, (남의)기분을 풀게 하다. ☞ ludi, plezurigi, malenuigi. ～a 재미있는, 여흥(餘興)의. ～a spektaklo 재미있는 광경. ～igxi, sin ～i 즐기다, 즐거워하다. ～(ajx)o 오락, 여흥, 재미, 즐거움. ～ilo 놀이감, 오락기구(즐겁게하기 위하여 쓰이는 모든 것). ～isto 즐겁게 해주는 사람, (여흥 따위의)예능인. ☞ arlekeno, burleskulo, histriono, klauxno, pajaco, pulcxinelo.",B,5.0,2.0,5.67,5.33
anaso,{Ｂ}【鳥】アヒル（家鴨）,鸭属鸟类,"<조류> 오리. ～ajxo 오리고기; mol～o 솜털오리(북유럽 연안에 서식하 는 대형오리); sovagx～o 물오리, 들오리; ～iri, ～pasxi 오리처럼 뒤뚱거리며 걷다. ☞ ansero.",C,8.0,3.0,8.79,8.4
anekdoto,"{Ｂ}逸話, ゴシップ, 奇聞; 小話",轶事，趣闻，小故事,"일화(逸話), 기담(奇談). ～isto 일화를 이야기하는 사람. ☞ historio.",C,9.0,3.0,8.79,8.9
angulo,"{Ｂ}角（かど）, すみ; 【数】角（かく）",角；角落,"①<수학> 각(角), 각도(角度). akuta ～o 예각; orta ～o 직각; malakuta, obtusa ～o 둔각. ☞ edro, grado. ②(가구 등의)튀어나온 모서리, 모퉁이, 구석. ③(칸막이나 벽 따위가 맞닿는) 구석, 모퉁이. polvo en la ～oj de la cxambro 방구석에 있는 먼지. ④드물게 손이 가는 곳, 드물게 찾아가는 곳, 드물게 바라보는 곳, 별로 중요치 않은 좁은 곳. ⑤잡지 등의 고정난(固定欄). ～a 각(角)이 진, 모가 난. ～a meblo 각이 진 가구; ～a sxtono 모난 돌. ～eca 성질이 모난. ～eca karaktero 모난 성질. ～ilo 각을 재거나 어떤 각을 그리는데 쓰는 기구, 각도기, 삼각자. ～mezurilo 분도기. baz～a 모퉁이 돌의. kvar ～o 사각형. mult～o 다각형. ok～o 팔각형. rekt～o 직각. strat～o 길모퉁이. tri～o 삼각형.",B,4.0,2.0,5.67,4.83
animalo,"{Ｂ}動物, ><vegetalo",动物,동물(動物). ～a 동물성의.,C,8.0,3.0,8.79,8.4
animo,"{Ｂ}魂, 心; 生気; 【宗】霊",灵魂，精神,"①혼(魂), 영혼, 생기, 마음. ☞ spirito. ②감정과 열정의 원칙, 도덕적 정서적 능력의 전체(지적인 것과 대조되는). ③중추적인 인물. ☞ koro, kerno, motoro. ～a, ～ita 영혼의, 혼이 있는, 생기 있는, 약동하는. ～i [타] 생기 있게 하다, 생기를 불어넣다, 활기 있게 하다, 영감을 불어넣다. ～ismo 물활론(物活論)(물질에도 생명・영혼・마음이 있다는 범신론), 정령(精靈)신앙. re～i [타] 다시 생기가 돌게하다. sen～a 영혼이 없는. egal～a 침착한, (마음이) 평정되어 있는. ☞ flegma, senpasia. et～a 소심한. facil～a 경솔한, 진지함이 없는, 충분히 생각하지 않고 행동을 하는. facil～ajxo 경솔한 짓・행위. ☞ frivolajxo. grand～a 숭고한 마음의, 도량이 넓은, 관대한. sen～eco 무기력. unu～a 한 마음의, 만장일치의, 의견이 일치하는. unu～a decido 만장일치의 결정. vent～a (사람이 좀) 모자라는, 경박한, 골이 빈.",B,5.0,2.0,5.67,5.33
ankaŭ,{Ｂ}［副］～もまた,也,"<부사> 역시, …도 역시. ne nur A, sed ～ B A뿐만 아니라 B도 역시.",A,1.0,1.0,2.54,1.77
ankoraŭ,{Ｂ}［副］まだ; もっと,还，仍,"<부사> 아직, 지금도, 여전히, 전과 마찬가지로, (형용사・부사・비교급 앞에서) 더욱더, 한층. ～ ne 아직 …아니다; ～foje 한 번 더; ～ unu 하나 더.",A,1.0,1.0,2.54,1.77
anonci,{Ｂ}［他］予告する; 公告する,宣布，通告，公告,"[타] (일어날 일을 공중(公衆)에게 공식적으로) 알리다, 예고하다, 통지하다, 잡지 등을 통해서 공개적으로 알리다, 공고하다, 고(告)하다. ☞ raporti, reklami. ～o 공식적인 알림, 공고, 대중에게 알리는 서면공고. ☞ avizo, afisxo, rubriko. ～ilo 광고삐라, 전단. ～isto, ～istino 아나운서. bon～i [자] 좋은 소식을 전하다. ☞ evangelii. edzigx～ilo 결혼청첩장.",B,6.0,2.0,5.67,5.83
