Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
bloko,"{Ｂ}塊, ブロック, 台; 街区; （暦・メモ用紙などの）一つづり; 【政】ブロック（国家や政党の連合）",块，大块；砧板；拍纸簿,"덩어리, 블록",B,9,2,5.67,7.33
blonda,{Ｂ}ブロンドの（毛髪が金色と栗色の中間）,金黄色，淡黄色,금발 머리의,C,7,3,8.79,7.9
blovi,"{Ｂ}［自］（風が）吹く, 息を吐く; ［他］吹く, 吹き鳴らす",风吹，吹,"바람이 불다, 입으로 바람을 내다",B,6,2,5.67,5.83
blua,{Ｂ}青い,蓝色,푸른,A,4,1,2.54,3.27
bluzo,"{Ｂ}【服】ブラウス; 上っ張り, 仕事着; ジャンパー, ブルゾン",罩衣；工作服,블라우스,C,8,3,8.79,8.4
bo-,"{Ｂ}［接頭辞］（姻戚関係を示す）, >>〜patro, >>〜frato",姻亲,혼인으로 생긴 친척관계를 나타내는 접두사,A,1,1,2.54,1.77
boato,"{Ｂ}ボート, 小舟",小船,"보트, 작은 배",B,8,2,5.67,6.83
boji,"{Ｂ}［自］（犬が）ほえる; 《転》（人が）わめく, がみがみ言う",（狗）吠；叫骂，漫骂,(개가) 짖다,C,8,3,8.79,8.4
boli,"{Ｂ}［自］沸騰する, 煮えたぎる; 《転》荒れ狂う, 激高する",沸腾,"끓다, 비등하다",B,6,2,5.67,5.83
bombono,"{Ｂ}【菓】キャンデー, ボンボン",糖果,"사탕, 캔디",C,8,3,8.79,8.4
bona,"{Ｂ}良い, 善良な, りっぱな",好,"좋은, 훌륭한",A,2,1,2.54,2.27
bordo,"{Ｂ}岸, 縁（ふち）",岸；边缘,"물가, 강가",B,4,2,5.67,4.83
bori,"{Ｂ}［他］穴をあける, せん孔する",钻孔，打洞（钻透）；穿过,구멍을 뚫다,C,8,3,8.79,8.4
botelo,{Ｂ}びん,细颈瓶,병,B,6,2,5.67,5.83
bovo,{Ｂ}【動】ウシ（牛）（属）,牛,소,B,5,2,5.67,5.33
brako,{Ｂ}腕,胳膊,팔,B,4,2,5.67,4.83
branĉo,"{Ｂ}枝; 《転》枝, 枝分かれ, 支流, 支線, 部門",枝，分支,나무에서 줄기에서 갈라져 나온 가지,B,6,2,5.67,5.83
brasiko,"{Ｂ}【植】キャベツ, =kapo〜; （キャベツ、ハクサイ、カラシナ、アブラナ、カブなど）アブラナ属の植物の総称",甘蓝类植物（白菜）,"양배추, 배추류 식물",C,7,3,8.79,7.9
brava,"{Ｂ}勇敢な, 勇ましい, りりしい; 実直な, 律義な; りっぱな",出类拔萃，能干，干练，英勇,용감한,C,8,3,8.79,8.4
bredi,"{Ｂ}［他］【農】飼育する; 育種する, 品種改良する",饲养；改良品种，培育良种,동식물을 기르다,C,9,3,8.79,8.9
bremso,{Ｂ}【機】ブレーキ,制动器，刹闸,"브레이크,제동기",C,8,3,8.79,8.4
breto,"{Ｂ}棚, 棚板",搁板,선반,C,7,3,8.79,7.9
briko,{Ｂ}れんが; れんが形のもの,砖,벽돌,C,7,3,8.79,7.9
brili,"{Ｂ}［自］輝く, 光る",发光；闪耀,빛나다,A,4,1,2.54,3.27
bronzo,{Ｂ}【化】青銅,青铜,"청동, 구리합금",C,9,3,8.79,8.9
broso,{Ｂ}ブラシ,硬毛刷；电刷,"솔, 브러시",C,6,3,8.79,7.4
brovo,{Ｂ}眉（まゆ）,眉毛,눈썹,C,8,3,8.79,8.4
broŝuro,"{Ｂ}小冊子, パンフレット",小册子，宣传册,"소책자, 팸플릿",C,8,3,8.79,8.4
brui,"{Ｂ}［自］騒音を出す, 騒ぎ立てる",发噪声，喧哗,시끄러운 소리를 내다,B,4,2,5.67,4.83
bruli,{Ｂ}［自］燃える,燃烧,불이 타다,A,3,1,2.54,2.77
bruna,"{Ｂ}褐色の, 栗色の, 茶色の",褐色，棕色,"갈색, 밤색",B,5,2,5.67,5.33
brusto,{Ｂ}胸,胸,"가슴, 흉부",B,5,2,5.67,5.33
bubo,"{Ｂ}いたずらっ子; 【遊】（トランプの）ジャック, =fanto",顽童，淘气鬼,장난꾸러기 아이,C,8,3,8.79,8.4
budo,"{Ｂ}仮小屋, スタンド, ブース, 売店",简易小屋，棚，摊店,간이 가건물,C,8,3,8.79,8.4
buklo,"{Ｂ}巻き毛, カール; （巻いてできた）輪",卷发（束）；圈形物,곱슬머리의 한 가닥,C,9,3,8.79,8.9
bulko,"{Ｂ}【料】ロールパン, 菓子パン（など小型の丸いパン）",小圆面包,"작은 둥근 롤빵, 과자빵",C,9,3,8.79,8.9
bulo,"{Ｂ}玉, 団子",（可塑性的）球，团，块,"둥근 덩어리, 뭉치",C,7,3,8.79,7.9
bulteno,"{Ｂ}会報, 紀要, （定期）報告書",（定期的）会报，公报，通报,단체의 정기 회보,C,9,3,8.79,8.9
burĝono,{Ｂ}【植】（葉や花の）芽; つぼみ,芽，嫩枝，蕾,"싹, 꽃봉오리",C,9,3,8.79,8.9
butero,{Ｂ}【料】バター,黄油，奶油,버터,B,5,2,5.67,5.33
butiko,"{Ｂ}店, 小売店",店，铺，杂货铺,"가게, 상점",B,8,2,5.67,6.83
butono,{Ｂ}【服】ボタン; ボタン形のもの,纽扣，扣子,옷에 다는 단추,B,6,2,5.67,5.83
buĝeto,{Ｂ}【商】予算; 予算案,预算,예산,C,9,3,8.79,8.9
buŝo,{Ｂ}口; 【解】口腔,口,사람이나 동물의 입,A,3,1,2.54,2.77
cedi,"{Ｂ}［自］譲歩する, 屈服する; ［他］譲る, 譲渡する",让步，退让；让与,양보하거나 굴복하다,B,8,2,5.67,6.83
celo,"{Ｂ}目的, 目標",目的，目标，宗旨,"목적, 목표",A,4,1,2.54,3.27
cemento,"{Ｂ}セメント; 接合剤, 接着剤; （歯の）セメント質; 【地質】膠結物（こうけつぶつ）",水泥；接合剂；（牙科）黏固剂；（地质）胶结物,시멘트；접합제；（치과） 시멘트；（지질） 교결물,C,8,3,8.79,8.4
cent,{Ｂ}［数詞］百,百,100이라는 수,A,1,1,2.54,1.77
centralo,"{Ｂ}中央施設, 本部, =centrejo; 【電】発電所; 【通】電話交換局",中心机构，总部；（电）发电厂，电站；（电信）电话交换局,"중앙 기관, 본부; 발전소, 전화국",C,9,3,8.79,8.9
centro,"{Ｂ}中心, 中央; 【政】中道, 中間派; 【解】中枢",中心点，圆心，中点；中心,"중앙, 중심",B,7,2,5.67,6.33
cepo,{Ｂ}【料】玉ネギ; 【植】タマネギ,洋葱，葱头,양파,C,9,3,8.79,8.9
cerbo,"{Ｂ}頭脳; 【解】脳, 大脳",（大）脑，头脑,"뇌, 두뇌",B,8,2,5.67,6.83
certa,"{Ｂ}確かな, 確実な; ある（特定の）",有把握的；确实的,"확실한, 틀림없는",A,3,1,2.54,2.77
cervo,{Ｂ}【動】シカ（鹿，属）; シカ（科）,鹿属动物,사슴,C,9,3,8.79,8.9
cetera,"{Ｂ}残りの, そのほかの, その他の",其余，其他,"나머지의, 그 밖의",B,5,2,5.67,5.33
cifero,{Ｂ}数字,数字，数目,숫자,B,6,2,5.67,5.83
cigaredo,{Ｂ}紙巻きたばこ,纸烟，香烟,종이 말아 만든 담배,C,7,3,8.79,7.9
cigno,{Ｂ}【鳥】ハクチョウ（白鳥）; 《転》詩聖,天鹅属鸟类,백조,C,9,3,8.79,8.9
ciklo,"{Ｂ}周期, 循環, サイクル; 【文】（同一主題の）物語群, 連作; 【化】炭素環; 【環】（物質の）循環, =cirkulado; 【理】サイクル（周波数の単位，c）",周期；组诗,"주기, 반복되는 순환",C,7,3,8.79,7.9
cindro,"{Ｂ}灰; 遺灰, 遺骨",余烬，灰；骨灰,재,C,9,3,8.79,8.9
cirklo,"{Ｂ}【数】円周, 円, >>rondo",圆，圆周，圆形；圈,"원, 원주",C,9,3,8.79,8.9
cirkonstanco,"{Ｂ}周囲の事情, 状況",情况，环境，形势,"상황, 사정",C,8,3,8.79,8.4
cirkulero,"{Ｂ}回状, 回覧状",通告，通函，通知书,회람장,C,9,3,8.79,8.9
cirkuli,{Ｂ}［自］循環する; （人や車が）往来する; （商品などが）流通する,循环；往来，流动；流通，传播,"순환하다, 돌다, 유통되다",C,9,3,8.79,8.9
citi,"{Ｂ}［他］引用する; （名前や例を）挙げる, 引き合いに出す",引用；举出，列举,말이나 글을 인용하다,C,8,3,8.79,8.4
citrono,"{Ｂ}《般》レモン（慣用）, =limono; 【果】シトロン",柠檬（狭义：香橼）,"레몬, 신맛이 나는 과일",C,7,3,8.79,7.9
civila,"{Ｂ}市民の, 文民の; 【法】民事の, ><militista, ><eklezia, ><ŝtata, ><kriminala",公民的，国民的，民用，文职，平民，世俗，民事,"시민의, 민간의",C,9,3,8.79,8.9
civilizi,"{Ｂ}［他］教化する, 文明化する",教化，使…开化,문명화하다,C,8,3,8.79,8.4
civito,"{Ｂ}【史】自治都市; 市民（全体）, 公民（全体）",自由市，自治市；市民；公民全体,자치도시,C,9,3,8.79,8.9
da,{Ｂ}［前］（数量）～の～,用在数量与可量名词之间，表示其后名词的量,수량과 명사를 잇는 전치사,A,1,1,2.54,1.77
danci,"{Ｂ}［自］踊る, ダンスをする; 小躍りする, はねる; ［他］（～を）踊る",跳舞,춤추다,B,6,2,5.67,5.83
danki,"{Ｂ}［他］感謝する, ありがたく思う; 礼を言う, 謝意を表す",感谢,감사하다,A,3,1,2.54,2.77
danĝero,"{Ｂ}危険, 危難",危险,"위험, 위태로움",B,5,2,5.67,5.33
dato,"{Ｂ}日付, 年月日; 期日, 日取り",日期，日子,"날짜, 연월일",A,7,1,2.54,4.77
de,{Ｂ}［前］～の（所有・関係）; ～から（起点・原因）; ～によって（動作の主体）,的；从；被,소유나 관계를 나타내는 전치사,A,1,1,2.54,1.77
decembro,{Ｂ}１２月,十二月,십이월,A,5,1,2.54,3.77
deci,{Ｂ}［自］礼儀・作法にかなう; （礼儀・作法上）ふさわしい,合礼，合适，适宜；合于,"예의에 맞다, 적절하다",B,9,2,5.67,7.33
decidi,"{Ｂ}［他］決める, 決定する; 決心する",决心，决定,"결정하다, 결심하다",A,5,1,2.54,3.77
dediĉi,{Ｂ}［他］（努力・時間を）ささげる; （著書・楽曲を）献呈する; 【宗】奉献する,献；题献；献身，致力于,시간·노력이나 작품을 바치다,C,8,3,8.79,8.4
defendi,"{Ｂ}［他］守る, 防御する, 防衛する; 【法】弁護する",防御，保卫,"지키다, 방어하다",B,6,2,5.67,5.83
deficito,"{Ｂ}【商】欠損, 赤字",赤字，逆差,적자,C,8,3,8.79,8.4
degeli,{Ｂ}［自］（雪、氷、霜が）とける,（冰雪）融化，融解，解冻,눈·얼음이 녹다,C,8,3,8.79,8.4
dek,{Ｂ}［数詞］十,十,"열, 십",A,1,1,2.54,1.77
deklari,"{Ｂ}［他］宣言する, 宣告する; 表明する, 明言する; （課税品を）申告する",正式公开宣布；宣布；申报,공식적으로 선언하다,C,8,3,8.79,8.4
deklivo,"{Ｂ}坂, 斜面; 傾斜",斜面，坡,비탈진 땅,C,7,3,8.79,7.9
dekoracio,"{Ｂ}装飾, 飾り付け; 【劇】舞台装置, 背景, 書割（かきわり）",装饰，陈设；布景,"장식, 꾸밈",C,8,3,8.79,8.4
dekstra,"{Ｂ}右の; 【政】右翼の, 右派の",右，右边,오른쪽의,A,3,1,2.54,2.77
delegi,"{Ｂ}［他］（代表として）送り出す, （代表に）任命する; （職権を）委任する",派遣（代表）,대표로 파견하다,C,8,3,8.79,8.4
delikata,"{Ｂ}繊細な, 洗練された; 優美な, 上品な; 鋭敏な, 敏感な; きゃしゃな, 壊れやすい",精美，高雅；纤细，脆性的,섬세하고 세련된,B,6,2,5.67,5.83
demandi,"{Ｂ}［他］質問する, たずねる",问,"묻다, 질문하다",A,2,1,2.54,2.27
densa,"{Ｂ}濃い, 濃密な; 密集した, 密生した; 【写】（ネガが）濃い, 肉乗りのよい",密集，茂密，稠,"빽빽하게 모인, 밀도가 높은",B,6,2,5.67,5.83
dento,"{Ｂ}歯; 《転》歯状の物, 突起",牙，齿,입안에 나는 이,A,4,1,2.54,3.27
deponi,"{Ｂ}［他］預ける, 預金する; 【情】（データを）保存する, =sekurigi",寄存，存放；储蓄，存储,돈이나 물건을 맡기다,C,9,3,8.79,8.9
deputi,"{Ｂ}［他］（議員に）選出する, 送り出す, >>delegi",选议员，选派代表,대표를선출하거나대리로임명하다,C,9,3,8.79,8.9
des,{Ｂ}［副］それだけ,更，越，愈,더욱,B,7,2,5.67,6.33
desegni,"{Ｂ}［他］描く, 素描する, デッサンする; デザインする, 設計図をひく, 製図する; 《転》輪郭を示す",画出轮廓，勾画；设计，制图,연필 등으로 선만으로 그리거나 스케치하다；설계하다,B,6,2,5.67,5.83
destini,"{Ｂ}［他］（の用途を）予定する; 割り当てる, 用意する; 運命づける",预定；注定；选定，指定,"미리 정하다, 운명짓다",C,8,3,8.79,8.4
determini,"{Ｂ}［他］確定する, 定める; 測定する; 【Ｇ】限定する",确定，规定；限定，限制，修饰,"정하다, 확정하다",C,9,3,8.79,8.9
detrui,"{Ｂ}［他］破壊する, 取り壊す; 打破する, そこなう",破坏，摧毁,완전히 파괴하거나 없애다,B,7,2,5.67,6.33
devi,{Ｂ}［自］～しなければならない; ～にちがいない; ～はずである,必须,"반드시 하다, 의무가 있다",A,2,1,2.54,2.27
dezerto,{Ｂ}砂漠; 荒野; 無人の地,沙漠，荒地,"사막, 황야",C,7,3,8.79,7.9
deziri,"{Ｂ}［他］欲する, ～したい, 望む; 願う, （成功などを）いのる",希求，想，祝愿,"원하다, 바라다",A,2,1,2.54,2.27
deĵori,"{Ｂ}［自］当直する, 勤務中である",值班，值勤,당직 서다,C,9,3,8.79,8.9
dialogo,"{Ｂ}対話, 問答, ><monologo; 【文】対話体の作品（劇・小説）",对话；对白体作品,"대화, 문답",C,9,3,8.79,8.9
difekti,"{Ｂ}［他］損なう, だめにする; 傷つける",损坏，弄坏，损伤，损害,"망가뜨리다, 손상시키다",B,7,2,5.67,6.33
diferenci,"{Ｂ}［自］異なる, 差がある",不同，有差异,"다르다, 차이가 있다",B,6,2,5.67,5.83
difini,{Ｂ}［他］【学】定義する; 明確にする; 定める,下定义,"정의하다, 뜻을 분명히 하다",B,7,2,5.67,6.33
digesti,"{Ｂ}［他］消化する; 《転》（知識などを）自分のものにする, 吸収する",消化；吸收，接受，容忍,음식이나 지식을 소화·흡수하다,C,9,3,8.79,8.9
dika,{Ｂ}厚い; 太い; 太った,厚，粗，胖,두꺼운,A,4,1,2.54,3.27
diligenta,{Ｂ}勤勉な,勤奋，努力,부지런한,B,7,2,5.67,6.33
dimanĉo,{Ｂ}日曜日,星期日,일요일,A,5,1,2.54,3.77
dimensio,"{Ｂ}寸法; 【数】次元; 【理】（物理量の）次元; 《転》規模, 広がり",大小，尺寸；维数；量纲,물체의 크기나 차원,C,9,3,8.79,8.9
direkto,"{Ｂ}方向; 方位, 方角",方向，方位,"방향, 방위",A,4,1,2.54,3.27
direktoro,"{Ｂ}管理者, 長; 理事, 重役; （劇場・ホテルなどの）支配人",主任，经理，领导,기관이나 회사의 책임자,C,7,3,8.79,7.9
diri,"{Ｂ}［他］言う, 述べる, 告げる",说,말하다,A,2,1,2.54,2.27
dis-,"{Ｂ}［接頭辞］（分離・分散を示す）, >>〜doni, >>〜rompi",分散,분리·분산을 나타내는 접두사,A,1,1,2.54,1.77
disko,"{Ｂ}円盤; 【運】円盤; 【楽】レコード盤; 【情】ディスク, （特に）ハードディスク, >>dur〜",铁饼，唱片，盘状物；（计）磁盘,"레코드판, 디스크",C,8,3,8.79,8.4
diskuti,"{Ｂ}［自］討議する, 議論する, >>debati, >>disputi, >>polemiki",讨论,의견을 주고받으며 토론하다,B,7,2,5.67,6.33
disponi,"{Ｂ}［他］自由に使う, 処理する; ［自］処置をとる; =dispozicii",（自主）处理、支配或决定；处置,마음대로 사용하거나 처분하다,B,9,2,5.67,7.33
disputi,"{Ｂ}［自］口論する, 言い争う, >>kvereli, >>konflikti",争论，争辩,격렬히 논쟁하거나 논박하다,C,8,3,8.79,8.4
distanco,"{Ｂ}距離, 間隔",距离，间隔,"거리, 간격",C,7,3,8.79,7.9
distingi,"{Ｂ}［他］見分ける, 識別する, 判別する",区别，辨别；分清；看清,구별하다,B,8,2,5.67,6.83
distri,"{Ｂ}［他］気を散らす, >>malatentigi; 気晴らしをさせる, >>malstreĉi",使…分心；使消遣,"주의를 딴 데로 돌리게 하다, 기분을 전환시키다",C,7,3,8.79,7.9
distribui,"{Ｂ}［他］分配する, 割り当てる; 配達する, 配布する",分配，分送，分给,물건이나 몫을 나누어 주다,C,8,3,8.79,8.4
diveni,"{Ｂ}［他］見抜く, 言い当てる, 推察する, >>konjekti, >>supozi; 予知する, 占う",猜；猜测,"짐작하여 알아맞히다, 추측하다",C,7,3,8.79,7.9
diversa,"{Ｂ}いろいろな, さまざまな, 多種多様な",各种各样的,"여러 가지의, 다양한",A,4,1,2.54,3.27
dividi,"{Ｂ}［他］分ける, 分割する, 区切る; 分け与える, 分配する; 分け合う; 【数】割る",分；分配；[数学]除,나누다,B,7,2,5.67,6.33
do,"{Ｂ}［接］だから, すると, それでは, そこで, >>sekve, >>tiam; ［副］（疑問文を強めて）いったい全体; （命令文を強めて）さあ, ほら / {Ｏ}［文字名］ドー（文字D，dの名称）",（接）所以，那么；（副）究竟，到底,"그래서, 그러면을 나타내는 접속사",A,1,1,2.54,1.77
dogano,"{Ｂ}関税, =limimposto, >>akcizo; 税関",关税；海关,"관세, 세관",C,9,3,8.79,8.9
doktoro,"{Ｂ}博士, >>licencio; 《般》（医師に対する呼びかけ）先生",博士；（对医师的称呼）医生，先生,박사 학위를 소지한 사람,B,6,2,5.67,5.83
dokumento,"{Ｂ}文書, 資料, 記録, >>arkivo",文件，公文；文献,공식적인 문서나 서류,B,9,2,5.67,7.33
doloro,"{Ｂ}痛み; 苦痛, >>sufero",疼痛，痛苦,"통증, 고통",A,4,1,2.54,3.27
dolĉa,{Ｂ}甘い; 心地好い; やさしい,甜，甜美；温柔,"단, 달콤한",A,3,1,2.54,2.77
domo,"{Ｂ}家, 家屋; =hejmo; 建物, ビル; （貴族の）家系",房屋,"집, 건물",A,3,1,2.54,2.77
donaco,"{Ｂ}贈り物; 贈与, 贈呈",礼品,선물,B,5,2,5.67,5.33
doni,"{Ｂ}［他］与える; 渡す, もたらす; おこなう",给,남에게 물건이나 이익을 주다,A,2,1,2.54,2.27
dormi,{Ｂ}［自］眠っている; 《転》休止している,睡,잠을 자다,A,3,1,2.54,2.77
dorno,{Ｂ}とげ（棘）; いばら（茨）,刺；[~oj]荆棘；棘,"가시, 가시덤불",C,9,3,8.79,8.9
dorso,"{Ｂ}背, 背中; 背部; 裏, 後ろ",背，背面,사람이나 동물의 등,B,5,2,5.67,5.33
dramo,"{Ｂ}【劇】正劇（古典的な悲劇・喜劇に分類されない近代的な市民劇）, >>tragiko, >>komedio; 《般》演劇, 戯曲, =teatraĵo; 《転》劇的事件, ドラマ",（近代）正剧；戏剧；戏剧性事件,"연극, 희곡",C,8,3,8.79,8.4
drato,"{Ｂ}針金, 金属線, =metalfadeno",金属线，金属丝；铁丝,"금속선, 철사",C,7,3,8.79,7.9
droni,"{Ｂ}［自］溺れる; 【海】沈没する; 《転》没する, 沈む",淹死，沉没,"익사하다, (배가) 침몰하다",C,7,3,8.79,7.9
du,{Ｂ}［数詞］二,二,숫자 2,A,1,1,2.54,1.77
dubi,"{Ｂ}［自・他］疑う, 怪しむ; 危ぶむ, >>suspekti, ><kredi",怀疑,의심하다,A,4,1,2.54,3.27
dum,"{Ｂ}［前］～の間, ～の間に / {Ｂ}［接］～する間; ～する一方では",在整个某段时间内；当…时；而,어떤 일이 진행되는 동안의 시간,A,1,1,2.54,1.77
dungi,"{Ｂ}［他］雇う, 採用する",雇佣,고용하다,C,8,3,8.79,8.4
duŝo,"{Ｂ}シャワー, 洗浄",淋浴，喷水浴,샤워,C,8,3,8.79,8.4
ebena,"{Ｂ}平らな, 平坦な, >>plata; なめらかな, >>glata",表面平整,"표면이 평평한, 평탄한",B,6,2,5.67,5.83
ebria,{Ｂ}酔った; 《転》陶酔した,酒醉；陶醉，发疯,술취한,C,8,3,8.79,8.4
eduki,"{Ｂ}［他］（人を）教育する, しつける, >>instrui, >>prizorgi; （動物を）飼いならす, >>dresi; （植物を）育てる, 栽培する, =kultivi",教育,사람을 교육하다,B,6,2,5.67,5.83
edzo,{Ｂ}夫,丈夫,남편,A,3,1,2.54,2.77
